"Date","Loss"
2012-12-10,3.85076
2012-12-10,4.161712
2012-12-20,2.140309
2012-12-20,2.140309
2012-12-20,2.615933
2012-12-23,4.161712
2012-12-24,22.258226
2012-12-25,2.259215
2012-12-25,4.280618
2012-12-25,1.306247
2012-12-27,5.588585
2012-12-31,2.794293
2013-01-03,1.441602
2013-01-03,1.349646
2013-01-07,1.565072
2013-01-09,1.112347
2013-01-10,2.810164
2013-01-15,1.783453
2013-01-18,2.128699
2013-01-19,4.349277
2013-01-23,2.71079
2013-01-24,1.134594
2013-01-25,2.623686
2013-01-30,2.393771
2013-02-03,6.234705
2013-02-08,1.378198
2013-02-09,1.216908
2013-02-11,1.163515
2013-02-12,2.459407
2013-02-14,4.727475
2013-02-14,1.557286
2013-02-17,1.307008
2013-02-18,3.143493
2013-02-20,1.197108
2013-02-21,1.167964
2013-02-24,1.112347
2013-03-18,1.779755
2013-03-21,1.647403
2013-03-21,1.723692
2013-03-22,5.561735
2013-03-23,1.334816
2013-03-24,1.446051
2013-03-28,1.334816
2013-04-01,1.590656
2013-04-05,1.112347
2013-04-06,3.032436
2013-04-10,3.786429
2013-04-11,2.224694
2013-04-12,2.447164
2013-04-15,10.011123
2013-04-17,1.163547
2013-04-18,1.112347
2013-04-18,3.152863
2013-04-20,3.726363
2013-04-21,4.449388
2013-04-21,2.281264
2013-04-24,3.559511
2013-05-04,4.449388
2013-05-10,1.209121
2013-05-13,1.156841
2013-05-14,2.224694
2013-05-17,1.240267
2013-05-18,1.159256
2013-05-24,1.668521
2013-05-27,3.337041
2013-05-29,10.072303
2013-06-06,2.141268
2013-06-07,1.474972
2013-06-10,1.112347
2013-06-10,1.689655
2013-06-17,1.668521
2013-06-19,1.617353
2013-06-22,1.112347
2013-06-23,2.169077
2013-06-24,1.493882
2013-06-29,1.408231
2013-07-01,2.502781
2013-07-03,2.258065
2013-07-03,3.726363
2013-07-04,1.8937
2013-07-04,1.704116
2013-07-07,2.342854
2013-07-08,1.946607
2013-07-12,1.279199
2013-07-15,1.510696
2013-07-17,2.447164
2013-07-18,3.675195
2013-07-19,2.378241
2013-07-20,1.774194
2013-07-20,1.515128
2013-07-25,2.234705
2013-07-25,1.816463
2013-08-02,3.448276
2013-08-05,4.671858
2013-08-09,1.156841
2013-08-16,1.223582
2013-08-16,4.07893
2013-08-17,1.192436
2013-08-22,1.204093
2013-08-22,2.558398
2013-08-22,1.618465
2013-08-23,1.822024
2013-08-25,1.610564
2013-08-25,1.860957
2013-08-25,7.99207
2013-08-28,1.785317
2013-08-30,4.894327
2013-08-31,2.520578
2013-08-31,1.394883
2013-08-31,1.390434
2013-09-01,1.297179
2013-09-01,3.670745
2013-09-03,3.876529
2013-09-03,3.587319
2013-09-04,1.437954
2013-09-05,1.175275
2013-09-08,1.501669
2013-09-09,1.506003
2013-09-13,5.925473
2013-09-16,12.631813
2013-09-16,3.061179
2013-09-17,1.43604
2013-09-18,2.279199
2013-09-18,1.491766
2013-09-19,6.916554
2013-09-21,1.604229
2013-09-25,1.668521
2013-09-25,1.157211
2013-09-27,1.320356
2013-09-29,3.448276
2013-10-01,1.975762
2013-10-02,1.856507
2013-10-03,2.002225
2013-10-03,5.300504
2013-10-05,4.004449
2013-10-06,1.124468
2013-10-07,1.546495
2013-10-11,2.558398
2013-10-20,1.479166
2013-10-22,1.259399
2013-10-22,3.197998
2013-10-24,3.114572
2013-10-27,1.31257
2013-11-01,5.67297
2013-11-13,13.348165
2013-11-15,11.431591
2013-11-16,4.259177
2013-11-23,3.366826
2013-11-25,1.112347
2013-11-26,1.112347
2013-11-28,1.446051
2013-11-30,2.073115
2013-12-07,1.223582
2013-12-15,1.612903
2013-12-17,1.319244
2013-12-19,1.129032
2013-12-20,2.335929
2013-12-23,1.724138
2013-12-24,11.123471
2013-12-25,1.668521
2013-12-25,1.557286
2013-12-27,1.557286
2013-12-27,1.933311
2013-12-27,1.724138
2013-12-30,1.501669
2014-01-01,2.207435
2014-01-01,1.04712
2014-01-02,1.425361
2014-01-04,1.361257
2014-01-07,9.314136
2014-01-08,1.64489
2014-01-09,2.617801
2014-01-10,2.541112
2014-01-14,1.570681
2014-01-15,1.256545
2014-01-31,1.458639
2014-02-06,1.04712
2014-02-07,2.231414
2014-02-07,2.198953
2014-02-16,5.026178
2014-02-25,2.408377
2014-02-28,1.652178
2014-03-06,1.319684
2014-03-06,2.701571
2014-03-06,2.544503
2014-03-07,2.356021
2014-03-07,1.256545
2014-03-08,1.675393
2014-03-09,1.361257
2014-03-12,3.874346
2014-03-15,1.769634
2014-03-17,1.118325
2014-03-17,2.209424
2014-03-19,1.098429
2014-03-25,1.151832
2014-03-27,2.96375
2014-03-28,11.623037
2014-03-28,14.293194
2014-04-03,1.287958
2014-04-07,1.465969
2014-04-14,13.623037
2014-04-19,1.129843
2014-04-19,2.403141
2014-04-22,5.445026
2014-04-25,1.046911
2014-04-26,1.059162
2014-04-26,2.094241
2014-04-26,1.855497
2014-04-27,1.570681
2014-04-27,1.937173
2014-04-30,2.203141
2014-05-02,2.460733
2014-05-12,1.427617
2014-05-12,1.735079
2014-05-13,4.08377
2014-05-14,2.157068
2014-05-19,1.465969
2014-05-20,1.168586
2014-05-20,1.225131
2014-05-29,1.151832
2014-06-01,3.769634
2014-06-01,1.095052
2014-06-04,1.204188
2014-06-07,2.617801
2014-06-08,1.871204
2014-06-08,4.397906
2014-06-08,4.60733
2014-06-11,18.646484
2014-06-14,1.04712
2014-06-18,1.04712
2014-06-19,1.04712
2014-06-19,15.811518
2014-06-22,1.989529
2014-06-24,1.04712
2014-06-24,1.256545
2014-07-01,1.151832
2014-07-05,1.073298
2014-07-09,1.194421
2014-07-12,1.064361
2014-07-12,1.384293
2014-07-12,1.13089
2014-07-15,1.151832
2014-07-17,1.793717
2014-07-20,1.141361
2014-07-23,1.632906
2014-07-27,2.643979
2014-08-01,1.286896
2014-08-01,4.450262
2014-08-01,1.236649
2014-08-02,1.959162
2014-08-04,1.19105
2014-08-05,1.314434
2014-08-07,1.989529
2014-08-09,1.649571
2014-08-10,2.722513
2014-08-11,1.132421
2014-08-16,1.780105
2014-08-17,1.60733
2014-08-20,1.204188
2014-08-20,1.073298
2014-08-20,1.099476
2014-08-21,1.406283
2014-08-21,1.965445
2014-08-26,3.363191
2014-08-28,1.570681
2014-08-28,1.256545
2014-08-29,2.762441
2014-08-31,1.066486
2014-08-31,1.377951
2014-09-02,1.300253
2014-09-04,1.319372
2014-09-05,3.403141
2014-09-09,1.361257
2014-09-09,1.17801
2014-09-10,4.293194
2014-09-11,4.808377
2014-09-11,1.099476
2014-09-14,2.219895
2014-09-15,2.617801
2014-09-18,1.434496
2014-09-23,1.04712
2014-09-26,2.513089
2014-09-26,1.62146
2014-09-28,19.162304
2014-09-30,1.570681
2014-10-01,2.303665
2014-10-03,1.845555
2014-10-04,1.04712
2014-10-04,1.989529
2014-10-06,2.827225
2014-10-08,1.256545
2014-10-09,3.979058
2014-10-10,1.361257
2014-10-10,1.633508
2014-10-24,18.848168
2014-10-28,1.125654
2014-10-29,5.305578
2014-11-01,1.727749
2014-11-02,1.165342
2014-11-04,1.151832
2014-11-05,1.256545
2014-11-07,3.568586
2014-11-07,7.235602
2014-11-07,1.570681
2014-11-10,7.643979
2014-11-13,2.122003
2014-11-14,2.931937
2014-11-15,1.287958
2014-11-17,1.068007
2014-11-17,1.275615
2014-11-23,1.623037
2014-11-23,2.670157
2014-12-02,1.256545
2014-12-03,1.103048
2014-12-03,1.204188
2014-12-08,1.151832
2014-12-08,1.884817
2014-12-10,7.539267
2014-12-11,1.099476
2014-12-12,1.570681
2014-12-13,2.670157
2014-12-17,1.151832
2014-12-19,3.874346
2014-12-22,5.026178
2014-12-28,1.780105
2014-12-29,4.764398
2014-12-31,1.151832
2015-01-01,1.5
2015-01-03,1.251
2015-01-04,1.03
2015-01-05,1.05
2015-01-05,1.9
2015-01-05,1.1
2015-01-06,1.88175
2015-01-07,1.007
2015-01-07,1.63
2015-01-07,1.025
2015-01-08,1.007274
2015-01-08,3.5
2015-01-10,2.9
2015-01-11,2.463137
2015-01-11,4.625
2015-01-11,1.03
2015-01-11,1.4
2015-01-12,1.077075
2015-01-12,1.32
2015-01-13,2.6
2015-01-13,1.08
2015-01-14,1.517
2015-01-16,1.07
2015-01-17,2.256823
2015-01-20,1.788413
2015-01-22,1.278896
2015-01-24,4.609074
2015-01-25,3.183
2015-01-28,1.2
2015-01-28,2.743
2015-01-30,3
2015-01-31,1.008938
2015-02-08,1.004084
2015-02-10,1.85
2015-02-11,1.520994
2015-02-11,1.250089
2015-02-11,1
2015-02-12,1.956
2015-02-14,1.05
2015-02-15,2.779
2015-02-16,22.137567
2015-02-17,1.445
2015-02-17,1.0051
2015-02-19,1
2015-02-19,1
2015-02-20,16.3
2015-02-20,1.11
2015-02-21,1.475
2015-02-21,1.049873
2015-02-23,1.753542
2015-02-25,6.143355
2015-02-27,1.23
2015-03-03,1.939
2015-03-04,46.5
2015-03-05,1.241472
2015-03-11,3.4
2015-03-12,1
2015-03-17,6.2
2015-03-19,1.966237
2015-03-20,2.17
2015-03-22,1.296
2015-03-23,1.555
2015-03-27,1.15
2015-03-28,1.33
2015-03-28,4.124285
2015-04-11,1.394239
2015-04-12,4.761228
2015-04-14,4.868852
2015-04-19,4
2015-04-21,1.6
2015-04-24,7.085
2015-04-26,1.765054
2015-04-27,6.306654
2015-04-28,1.25
2015-04-28,1.2
2015-04-29,1.226412
2015-04-30,6.563
2015-04-30,4.17
2015-05-02,2.68
2015-05-02,1.075
2015-05-04,1.932957
2015-05-05,1.375
2015-05-06,1.25
2015-05-07,3.38
2015-05-09,1.3801
2015-05-14,2.283
2015-05-15,2.35
2015-05-26,3.15
2015-05-27,3.35
2015-05-28,4
2015-05-28,10.5
2015-05-29,2.89
2015-05-31,5.5
2015-05-31,2.8
2015-06-01,1.26
2015-06-02,1.1
2015-06-06,2.126759
2015-06-10,2.2
2015-06-11,1.07
2015-06-12,9.2
2015-06-13,1.5
2015-06-15,1.65
2015-06-16,12.225
2015-06-18,1.4
2015-06-19,14.239
2015-06-22,1.085
2015-06-22,1.05
2015-06-27,2.65
2015-06-27,2.123
2015-06-28,5.2
2015-06-28,1.825
2015-06-29,1.1
2015-07-02,1
2015-07-02,2.065
2015-07-06,1.2774
2015-07-06,1.195
2015-07-07,1.2
2015-07-07,1.1
2015-07-08,1.4
2015-07-13,1.585
2015-07-15,3.265042
2015-07-15,1.2
2015-07-16,2.433
2015-07-22,1.6
2015-07-28,2
2015-08-02,4.76
2015-08-03,1.165
2015-08-04,1.372
2015-08-06,1.2
2015-08-06,1.65
2015-08-06,1.7
2015-08-07,1.3
2015-08-14,1.1
2015-08-16,1.1
2015-08-19,1.241012
2015-08-19,1.005
2015-08-20,3.282
2015-08-21,1.05
2015-08-23,57.410636
2015-08-24,1.088
2015-08-24,1.118
2015-08-25,2.67
2015-08-28,1.0749
2015-08-30,2.141
2015-08-31,5.85
2015-09-02,14.3
2015-09-04,1.971
2015-09-07,1.7
2015-09-08,6.167
2015-09-11,1.05
2015-09-12,1.156058
2015-09-13,3.58215
2015-09-15,13.5
2015-09-19,1.2015
2015-09-19,1.65
2015-09-23,1.3776
2015-09-24,3.8
2015-09-25,1.3255
2015-09-25,4.05
2015-09-29,6.7
2015-10-02,1.16
2015-10-03,1.5
2015-10-06,1.06
2015-10-10,1.491287
2015-10-11,1.981813
2015-10-12,1.5
2015-10-12,3.21436
2015-10-12,4.1
2015-10-13,1
2015-10-16,10.7
2015-10-17,19.4
2015-10-17,1.605603
2015-10-18,1.132
2015-10-18,2.255
2015-10-19,2.02
2015-10-20,1.231
2015-10-22,4.1
2015-10-25,7.23
2015-10-26,1.85
2015-10-29,1
2015-10-30,2.56
2015-11-05,1.553
2015-11-05,1.7
2015-11-06,1.045472
2015-11-06,1.054
2015-11-10,1
2015-11-13,8.71
2015-11-16,1.5
2015-11-17,1.5
2015-11-18,1.26106
2015-11-19,1.055
2015-11-27,1.282
2015-11-29,1.3
2015-12-03,1.3
2015-12-04,1.422078
2015-12-06,1
2015-12-07,1.2
2015-12-08,1.85
2015-12-10,1.18
2015-12-11,1.043
2015-12-11,1
2015-12-11,1.6
2015-12-11,5.6
2015-12-16,1.8
2015-12-18,2.5
2015-12-20,1.75
2015-12-29,1.45
2016-01-02,1.460945
2016-01-03,1.157184
2016-01-04,1.495757
2016-01-05,5.207329
2016-01-07,3.683703
2016-01-09,1.44648
2016-01-11,1.038658
2016-01-12,1.253616
2016-01-13,1.060752
2016-01-13,1.398264
2016-01-14,1.398264
2016-01-14,2.4108
2016-01-16,1.441851
2016-01-16,1.639344
2016-01-19,1.050627
2016-01-21,1.755063
2016-01-24,4.484089
2016-01-27,1.677917
2016-01-27,1.060752
2016-01-30,1
2016-01-31,3.082932
2016-02-01,1.277724
2016-02-04,1.207329
2016-02-04,1.92864
2016-02-05,1.002893
2016-02-05,1.089682
2016-02-07,1.758129
2016-02-11,1.44648
2016-02-12,1.591128
2016-02-12,1.108968
2016-02-13,1.02311
2016-02-14,2.000964
2016-02-15,1.314311
2016-02-16,2.068467
2016-02-16,3.085824
2016-02-18,6.798457
2016-02-19,1.639344
2016-02-21,1.639344
2016-02-28,1.229508
2016-02-28,1.735776
2016-02-28,2.823417
2016-03-01,2.507232
2016-03-03,1.86674
2016-03-03,4.435873
2016-03-04,1.92864
2016-03-04,1.060752
2016-03-05,1.741466
2016-03-07,3.085824
2016-03-08,12.054002
2016-03-08,1.157184
2016-03-09,2.4108
2016-03-10,1.558341
2016-03-16,1.350048
2016-03-19,3.182257
2016-03-19,1.900663
2016-03-19,2.314368
2016-03-22,3.707811
2016-03-23,3.206365
2016-03-30,1.060752
2016-04-01,1.44648
2016-04-02,1.157184
2016-04-02,5.207329
2016-04-02,3.664417
2016-04-03,1.659229
2016-04-03,2.507232
2016-04-07,3.1919
2016-04-07,16.441659
2016-04-08,1.082932
2016-04-08,2.4108
2016-04-10,3.669248
2016-04-10,1.181292
2016-04-10,29.026037
2016-04-11,4.918033
2016-04-11,1.148505
2016-04-16,1.542912
2016-04-17,1.56702
2016-04-18,1.253616
2016-04-19,1.542912
2016-04-22,1.832208
2016-04-24,1.663452
2016-04-26,1.277724
2016-04-27,2.443589
2016-04-28,2.89296
2016-04-30,3.134041
2016-05-01,2.603664
2016-05-02,3.789778
2016-05-03,1.902604
2016-05-03,3.770439
2016-05-05,1.166827
2016-05-06,1.189007
2016-05-07,1.321119
2016-05-12,1.735776
2016-05-12,12.536162
2016-05-13,1.321119
2016-05-15,1.157184
2016-05-16,5.785921
2016-05-21,1.832208
2016-05-21,1.38898
2016-05-22,1.2054
2016-05-24,1.108968
2016-05-28,1.729358
2016-05-30,1.639344
2016-06-01,1.087648
2016-06-06,1.542912
2016-06-09,1.432015
2016-06-10,2.16972
2016-06-14,5.400193
2016-06-20,5.785921
2016-06-22,1.350048
2016-06-22,6.075217
2016-06-26,18.322083
2016-06-26,1.157184
2016-06-29,1.591128
2016-06-30,1.92864
2016-06-30,1.44648
2016-06-30,1.677917
2016-06-30,1.157184
2016-07-01,1.010998
2016-07-01,2.844744
2016-07-02,1.735776
2016-07-04,1.150434
2016-07-05,2.507232
2016-07-06,2.89296
2016-07-08,2.097396
2016-07-11,2.0865
2016-07-13,1.44648
2016-07-15,2.150289
2016-07-17,1.122093
2016-07-18,1.658631
2016-07-20,1.697203
2016-07-22,1.591128
2016-07-22,5.785921
2016-07-22,1.055931
2016-07-30,1.44648
2016-07-31,2.89296
2016-08-01,1.157184
2016-08-01,1.12054
2016-08-03,1.157184
2016-08-03,1.203375
2016-08-04,5.593057
2016-08-04,1.43298
2016-08-04,1.26432
